Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
BARRO VERMELHO,Rio Grande do Sul,Gravataí,School,"Rua Franciscano, nº 56 - Barro Vermelho",,anjo
BARRO VERMELHO,Rio Grande do Sul,Porto Alegre,School,"R. Luis Antonio Zanella, 995",YES,anjo
BASÍLIO COSTALONGA,Espírito Santo,Vila Velha,School,Rua Bernardino Monteiro s/n,,cação
BATALHAO DE BOMBEIRO MILITAR,Rio Grande do Sul,Santa Cruz do Sul,Military,CBB,,anjo
BATILANOS,Rio Grande do Sul,Porto Alegre,School,"R. Estrada dos Batilanas, 1005",YES,anjo
BEIJA-FLOR,Santa Catarina,Joinville,School,"R.: dos Bancários, 305",,cação
BELA ROSA,Rio Grande do Sul,Gravataí,School,"Rua Morro dos Conventos, nº 144 - Cohab",,anjo
BELGICA ALLEONI BORGES PROFESSORA,São Paulo,Sumaré,School,N/A,YES,cação
BELVEDERE CENTRAL,Espírito Santo,Serra,School,Belvedere,,cação
BELVEDERE CHAPADA GRANDE,Espírito Santo,Serra,School,Chapada Grande,,cação
BELVEDERE MORRINHOS,Espírito Santo,Serra,School,Morrinhos,,cação
BELVEDERE MORRO DA PALHA,Espírito Santo,Serra,School,Morro da Palha,,cação
BELVEDERE PUTIRI,Espírito Santo,Serra,School,Putiri,,cação
BELVEDERE SANTIAGO,Espírito Santo,Serra,School,Santiago,,cação
BEM ME QUER,Rio Grande do Sul,Gravataí,School,"Rua Pompílio Gomes, nº 145",,anjo
BEM-ME-QUER,Rio Grande do Sul,Porto Alegre,School,"R. Júlio Teixeira, 201 COHAB",YES,anjo
BEM-ME-QUER,Santa Catarina,Joinville,School,"R.:Crater c/ Av.Júpiter, 42",,cação
BERNARDO TANK (PROFº),Santa Catarina,Joinville,School,"R.:XV de Novembro, 8.574",,cação
B GERALDO PINTO DUARTE PAES,São Paulo,Jundiaí,School,"R. Angelo Pernanbuco, 180",,cação
BOA ESPERANÇA,Rio Grande do Sul,Porto Alegre,School,"R. Orfanotrófio, 409, casa 3",YES,anjo
BOM JESUS,Rio Grande do Sul,Gravataí,School,"Rua Francelino Schmitz, nº 1302 – Pda. 67 – Vila Cruzeiro",,anjo
BOM JESUS - ABRIGO MUNICIPAL BOM JESUS - AMBJ,Rio Grande do Sul,Porto Alegre,Social Services,"Rua São Domingos, 165 - Bairro Bom Jesus",,anjo
BONSUCESSO,Rio Grande do Sul,Gravataí,School,"Av. Borges de Medeiros, nº 791 - Pda. 72 – Vila Bonsucesso",,anjo
Batalhão de Operações Policiais Especiais,Rio de Janeiro,Rio de Janeiro,Military,"R. Campo Belo, 150 - Laranjeiras",,cação
BOTÃOZINHO DE ROSA,Santa Catarina,Joinville,School,"R.: Guanabara, 1.062",,cação
Batalhão de Polícia de Choque - BPChq,Rio de Janeiro,Rio de Janeiro,Military,"Av. Salvador de Sá, 2 - Cidade Nova, Rio de Janeiro - RJ",,cação
Batalhão de Polícia Florestal e de Meio Ambiente (BPFMA),Rio de Janeiro,São Gonçalo,Military,Rod. Amaral Peixoto RJ-104 KM 10,,cação
Batalhão de Polícia Rodoviária,Rio de Janeiro,Niterói,Military,"Rua Mackenzie, s/nº, Fonseca/Niterói",,cação
BRANCA DE NEVE,Rio Grande do Sul,Gravataí,School,"Rua Antônio Ficagna, nº 853 - Morada do Vale I",,anjo
BRANCA DE NEVE,Santa Catarina,Joinville,School,"R.: das Andorinhas, 550",,cação
BRENO JARDIM GARCIA,Rio Grande do Sul,Gravataí,School,"Rua Dona Cledi, nº 246 – Pda. 103 – Passo da Caveira",,anjo
BRINCANDO DE RODA,Rio Grande do Sul,Porto Alegre,School,"Beco da Vitória, 1460",YES,anjo
BRINCARTE GOIABEIRAS,Espírito Santo,Vitória,School,"R. Prof Doralice de Oliveira Neves,350 Maria Ortiz",YES,cação
BRINCARTE RESISTÊNCIA,Espírito Santo,Vitória,School,"R. São Sebastião, 80 Resistência 29032-545",YES,cação
C.E.I. ÁLVARO BRAZ FERNANDES 1,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. ÁLVARO BRAZ FERNANDES 2,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. ANJOS DA GUARDA,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. APRENDER BRINCANDO,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. BALÃO MÁGICO,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. BRANCA DE NEVE,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. CAMINHO FELIZ,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. CANTINHO DA ALEGRIA *,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. CHAPEUZINHO VERMELHO,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. CIDADE AZUL,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. CRIANÇA FELIZ,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. DIVINA PROVIDÊNCIA *,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. DORIVALDA BRISTOT DE CAMPOS *,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. ESTRELINHA BRILHANTE,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. FELICIANA C. SILVA,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. IRENE BOTEGA COLLAÇO,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. JOANA DE ÂNGELIS,Paraná,Almirante Tamandaré,School,"Rua Tereza Fonseca de Camargo, 61 – Jardim Dourados –Lamenha Grande - 83507-490",YES,cação
C.E.I. JOSÉ SANTOS NUNES,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. LEONOR LIMA BRASIL,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. MÁRIO JOSÉ BRESSAN,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. ORLANDO FRANCALACCI,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. PADRE PAULO HERDT,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. PEIXINHO DOURADO *,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. PIRLIM-PIM-PIM,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. PROF CRISTINA WENDHAUSEN,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. RECIFE,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. SETE ANÕES,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. THERESA DA SILVA ROSENDO *,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I. WALT DISNEY,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I BORBOLETA AZUL,Santa Catarina,Tubarão,School,N/A,YES,cação
C.E.I SÃO CRISTOVÃO,Santa Catarina,Tubarão,School,N/A,YES,cação
C.M.A.E.E. (CENTRO MUNICIPAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO),Paraná,Almirante Tamandaré,School,"Rua Emilio Jonhson, 953 - Almirante Tamandaré, Paraná.",,cação
C. M. CAIC DJALMA MACEDO,Rio de Janeiro,Valença,School,"Rua Benjamim Constant, 202, Juparanã",,cação
C. M. DR. ALFREDO DE SOUZA LEMOS,Rio de Janeiro,Valença,School,"Rua David Alves dos Santos, s/nº, Parque Pentagna",,cação
C.M.E.I. CACILDA NOGUEIRA,Paraná,Almirante Tamandaré,School,"Rua Alan Cardec, 386 – Jardim Monterrey - 83507-100",YES,cação
C.M.E.I. CASTELO DE SONHOS,Paraná,Almirante Tamandaré,School,"Rua Indaial, 47 – Jd. Apucarana. - 83505-100",YES,cação
C.M.E.I. CRIANÇA FELIZ,Paraná,Almirante Tamandaré,School,"Rua Piraquara, 500 – Jardim Roma (Caic) - 83504-110",YES,cação
C.M.E.I. DONA RUTH WEIGERT,Paraná,Almirante Tamandaré,School,"Avenida Wadislau Bugalski, nº 5150- Lamenha Grande, 5086",YES,cação
C.M.E.I. MARIA DE LOURDES SIQUEIRA,Paraná,Almirante Tamandaré,School,"Rua Coronel João Cândido de Oliveira, 120 - Centro - 83506-100",YES,cação
C.M.E.I. OCTACILIA BETES,Paraná,Almirante Tamandaré,School,"Rua Antônio Stocchero, 495 - Tranqueira - 83508-270",YES,cação
C.M.E.I. PARAÍSO,Paraná,Almirante Tamandaré,School,"Rua José Gavlick, 528 – Jardim Silvana/Paraíso - 83512-130",YES,cação
C.M.E.I. PEQUENO POLEGAR,Paraná,Almirante Tamandaré,School,Rua São Sebastião 286- Jardim Monte Santo - 83501-420.,YES,cação
C.M.E.I.PEQUENO PRÍNCIPE,Paraná,Almirante Tamandaré,School,"Rua Prof. Zelete Custodio Vicente, 103 – Jardim Josiane -83504-350",YES,cação
C.M.E.I BONFIM,Paraná,Almirante Tamandaré,School,"Rua Padre Amantino Pereira de Azevedo, 100 –Jardim Bonfim - 83506-260",YES,cação
C.M.E.I CANTINHO DO CÉU,Paraná,Almirante Tamandaré,School,"Rua João Antunes de Lara, 30 - Cachoeira - 83506-070",YES,cação
C.M.E.I JARDIM GRAZIELA,Paraná,Almirante Tamandaré,School,"Rua Grécia, 88 – Jardim Graziela - 83505-330",YES,cação
C.M.E.I PROF.ª AURECI MACHADO,Paraná,Almirante Tamandaré,School,Rua Stanislau Borowski nº484 – Jd. São Venâncio – Ao lado do Almoxarifado da Prefeitura Municipal.,YES,cação
C.M.E.I PROFESSORA REGINA OLANDOSKI WOLF,Paraná,Almirante Tamandaré,School,"Avenida Brasília, s/n - Tanguá. - 83508-504",YES,cação
C.M. HERMÍNIA DE OLIVEIRA MATTOS,Rio de Janeiro,Mangaratiba,School,"Praça Waldomiro J. Nogueira, s/nº - Conceição de Jacareí",,cação
C. M. LIA COUTINHO DA SILVEIRA SOUZA,Rio de Janeiro,Valença,School,"Rua Felipe Tabet, 55, Hildebrando Lopes",,cação
C. M. MARIA DA CONCEIÇÃO DE S.MATTOS,Rio de Janeiro,Valença,School,"Rua da Figueira, 178, Osório",,cação
C. M. MARIA MARGARIDA C. MACEDO,Rio de Janeiro,Valença,School,"Rua 27 de Novembro, 57, Água Fria",,cação
C.M. N. SENHORA DAS GRAÇAS,Rio de Janeiro,Mangaratiba,School,"Rua 1º. De Maio, 180 – Muriqui",,cação
C. M. ODILON GOMES,Rio de Janeiro,Valença,School,"Rua Pamphilo Tavares, 04, Biquinha",,cação
C. M. P. M. FABIANA APARECIDA DE SOUZA,Rio de Janeiro,Valença,School,"Rua Projetada A, s/n, Loteamento, Vadinho Fonseca",,cação
C. M. PAULINA PORTO SILVA,Rio de Janeiro,Valença,School,"Rua Maria Resende, 166, Cambota",,cação
C. M. PAULO DEMARCHI GOMES,Rio de Janeiro,Valença,School,"Rua São Jorge, 05, Chacrinha",,cação
C.M. PAULO FREIRE,Rio de Janeiro,Armação dos Búzios,School,Rua Francisca Maria de Souza,,cação
C. M. PROF. LÉLIO AMARAL,Rio de Janeiro,Valença,School,Estrada Valença – Barra do Piraí,,cação
C. M. SÃO JOSÉ,Rio de Janeiro,Valença,School,"Rua Frederico de La Vega, 84, Centro",,cação
C. M. VÓ DOMINGAS,Rio de Janeiro,Valença,School,"Rua Monsenhor Paschoal Librelloto, 307, Centro, Conservatória",,cação
C.M AMARAL PEIXOTO,Rio de Janeiro,São Gonçalo,School,AV.HUMBERTO DE ALENCAR C. BRANCO,,cação
C.M ERNANI FARIA,Rio de Janeiro,São Gonçalo,School,"RUA OLIVEIRA BOTELHO, S/Nº",,cação
C.M ESTEPHANIA DE CARVALHO,Rio de Janeiro,São Gonçalo,School,"RUA BISPO DOM JOÃO DA MATA, 466",,cação
C.M IRENE BARBOSA ORNELLAS,Rio de Janeiro,São Gonçalo,School,"RUA BERNARDO FARIA, S/Nº",,cação
C.M PRESIDENTE CASTELLO BRANCO,Rio de Janeiro,São Gonçalo,School,"RUA CARLOS GIANELLI, S/Nº",,cação
CACHINHOS DE OURO,Santa Catarina,Joinville,School,"R.: Pastor Gerg Bürger, 141",YES,cação
CACHINHOS DE OURO (EXTENSÃO),Santa Catarina,Joinville,School,"R.: Andrelino Nunes da Silva, 20",YES,cação
CAI - Centro de Atividades Integradas Benhard Kaden,Rio de Janeiro,Rio de Janeiro,Social Services,"Av.do Canal Pista 4, no205, Antares-Santa Cruz",,cação
CAI - Centro de Atividades Integradas Edson Arantes do Nascimento,Rio de Janeiro,Niterói,Social Services,"Rua General Castrioto, no 589, Barreto",YES,cação
CAI - Centro de Atividades Integradas Maria Beralda,Rio de Janeiro,Rio de Janeiro,Social Services,Trav. Anatole s/n – Cidade de Deus-Jacarepaguá/RJ,YES,cação
CAI - Centro de Atividades Integradas Odilo Costa Neto,Rio de Janeiro,Rio de Janeiro,Social Services,"Praça Israel,Quadra 9, Cidade de Deus, Jacarepaguá, Rio de Janeiro/RJ",YES,cação
CAI - Centro de Atividades Integradas Castorina Faria Lima,Rio de Janeiro,Rio de Janeiro,Social Services,"Rua Bacabal s/no, (Praça Silvinha Teles), Padre Miguel, Rio de Janeiro/RJ",YES,cação
CAIC ELOMIR SILVA,Rio de Janeiro,Maricá,School,RUA: GUARUJA LT 01 KM: 22 BAIRRO: MARINE (SÃO JOSÉ DE IMBASSAÍ) CIDADE: MARICÁ/RJ CEP: 24.931-100,YES,cação
CAIC PROF. SYLVINO CHINELATTO,São Paulo,Americana,School,"Rua dos Ideais, s/n - Jd. da Paz",YES,cação
CAIS MENTAL 08,Rio Grande do Sul,Porto Alegre,Social Services,"Av. José Bonifácio, 71 - Farroupilha, Porto Alegre - RS",,anjo
CAMPO DA TUCA,Rio Grande do Sul,Porto Alegre,School,"R. ""D"", 200 Partenon",YES,anjo
CANDIDO JOSE MARTINEZ PROFESSOR,São Paulo,Sumaré,School,N/A,YES,cação
CANTINHO DA CRIANÇA,Rio Grande do Sul,Porto Alegre,School,"R. Adão Araújo, 81 - Aparício Borges",YES,anjo
CANTINHO DOS PIÁS,Rio Grande do Sul,Porto Alegre,School,"R. Tomás Fco. de Jesus,412 Vila Brasília",YES,anjo
CANTINHO VERDE,Rio Grande do Sul,Gravataí,School,"Trav. Ponta Grossa, nº 210 - Parque Residencial Itacolomi",,anjo
CAPELA NAVEGANTES,Rio Grande do Sul,Porto Alegre,School,"Av. Guaiba, 46",YES,anjo
CAP FEMININA,Espírito Santo,Vila Velha,Social Services,Rua Amor Perfeito nº 01 - Novo Mexico,,cação
CAP INFANTIL (VILA VELHA/ES),Espírito Santo,Vila Velha,Social Services,N/A,,cação
CAP MASCULINO,Espírito Santo,Vila Velha,Social Services,Estrada Jeronimo Monteiro s/n – Aribiri,,cação
CAPS,Paraná,Fazenda Rio Grande,Social Services,"Rua Seringueira, 494 - Eucaliptos",,cação
CAPS AD - Centro de Atenção Psicossocial Álcool e Drogas,Rio Grande do Sul,Santa Cruz do Sul,Healthcare,"Rua Capitão Fernando Tatsch, n° 228",,anjo
Centro de Atenção Psicossocial da Infância e Adolescência – CAPS IA,Rio Grande do Sul,Santa Cruz do Sul,Healthcare,"Rua Presidente Rodrigues Alves, nº 729",,anjo
CAPS II - Centro de Atenção Psicossocial,Rio Grande do Sul,Santa Cruz do Sul,Healthcare,"Rua Venâncio Aires, nº 307",,anjo
CAPS PAULO MARCOS COSTA,Rio de Janeiro,São Gonçalo,Healthcare,"R. Ladislau de Andrade, 44 - Mutondo, São Gonçalo - RJ",,cação
CARLITA CORRÊA PEREIRA,Espírito Santo,Vitória,School,"R. Filomeno Ribeiro, 221 - Morro da Piedade 29016-130",,cação
CARLOS ALBERTO GOMES DE CARVALHO,Rio de Janeiro,Cabo Frio,School,"Rua Três, s/nº, Loteamento Colinas do Peró",,cação
CARLOS GOMES DE OLIVEIRA (SENADOR),Santa Catarina,Joinville,School,"R.: Lauro Schroeder, 777",,cação
CARLOS HEINS FUNKE (AGRÍCOLA),Santa Catarina,Joinville,School,"Rodovia SC 418 - KM 0, 5",,cação
CASA CRIANÇA ARACY,São Paulo,Americana,School,"Rua Carlos Vassalo, s/n – São Jerônimo",YES,cação
CASA CRIANÇA JAGUARI,São Paulo,Americana,School,"Rua Lúcio Alves, s/nº - Bairro Jaguari",YES,cação
CASA DA ACOLHIDA I,Rio de Janeiro,Petrópolis,Social Services,"Rua Coronel Veiga, 1559",,cação
CASA DA ACOLHIDA II,Rio de Janeiro,Petrópolis,Social Services,"Rua Visconde Taunay, 645",,cação
CASA DA CRIANÇA,São Paulo,Itapetininga,School,"R: FRANCISCO CORREIA, 954",YES,cação
CASA DA CRIANÇA ARAPIRANGA,São Paulo,Americana,School,"Rua da Esperança, 50 - Jd. da Paz",YES,cação
CASA DA CRIANÇA ARAÚNA,São Paulo,Americana,School,"Rua dos Colibris, 721 -Jd. dos Lírios",YES,cação
CASA DA CRIANÇA BAETI CRECHE,São Paulo,Americana,School,"Rua China, 233 - Pq. Das Nações",YES,cação
CASA DA CRIANÇA BAETI EMEI,São Paulo,Americana,School,"Rua China, 223 - Pq. Das Nações",YES,cação
CASA DA CRIANÇA CURIÓ CRECHE,São Paulo,Americana,School,Rua Cruz de Souza s/nº - Bairro Antônio Zanaga I,YES,cação
CASA DA CRIANÇA CURIÓ EMEI,São Paulo,Americana,School,"Av. Maria Quitéria, 453 – Bairro Antônio Zanaga I",YES,cação
CASA DA CRIANCA DE INOA,Rio de Janeiro,Maricá,School,"ROD: ERNANI DO AMARAL PEIXOTO. KM 16,5 BAIRRO: INOÃ - CIDADE: MARICÁ/RJ CEP: 24.941-525",YES,cação
CASA DA CRIANÇA DE ITAIPUACU,Rio de Janeiro,Maricá,School,RUA: CAIO FRANCISCO FIGUEIREDO S/N - BAIRRO: INOÃ - CIDADE: MARICÁ/RJ CEP: 24.942- 285,YES,cação
CASA DA CRIANÇA GRAÚNA,São Paulo,Americana,School,"Rua dos Lírios, 1080 – Cidade Jardim",YES,cação
CASA DA CRIANÇA JURITI – CRECHE,São Paulo,Americana,School,"Rua dos Solimões, 850 – São Roque",YES,cação
CASA DA CRIANÇA JURITI – EMEI,São Paulo,Americana,School,"Rua dos Solimões, 930 – São Roque",YES,cação
CASA DA CRIANÇA MAÍRA CRECHE,São Paulo,Americana,School,"Rua Alfredo Spínola de Melo, 248 – Bairro Pq. Gramado",YES,cação
CASA DA CRIANÇA MAÍRA EMEI,São Paulo,Americana,School,"Rua Alfredo Spínola de Melo, 248 – Bairro Pq. Gramado",YES,cação
CASA DA CRIANÇA MANACÁ CRECHE,São Paulo,Americana,School,"Rua São Vito, 1363 – São Vito",YES,cação
CASA DA CRIANÇA MANACÁ EMEI,São Paulo,Americana,School,"Rua São Vito, 1363 – São Vito",YES,cação
CASA DA CRIANÇA PANAMBY CRECHE,São Paulo,Americana,School,"Rua Maranhão, s/nº – Praia Azul",YES,cação
CASA DA CRIANÇA PANAMBY EMEI,São Paulo,Americana,School,"Rua Maranhão, 1216 – Praia Azul",YES,cação
CASA DA CRIANÇA PATINHO FEIO,Rio Grande do Sul,Gravataí,School,"Rua Angico, nº 25 - São Jerônimo",YES,anjo
CASA DA CRIANÇA PITANGA,São Paulo,Americana,School,"Rua Yolanda Leite de Camargo, 40 Jd. Do Lago",YES,cação
CASA DA CRIANÇA SÃO FRANCISCO DE ASSIS,Rio Grande do Sul,Gravataí,School,"Rua Raul Seixas, nº 260 - Tom Jobim",YES,anjo
CASA DA CRIANÇA SÃO VICENTE DE PAULO,Rio Grande do Sul,Porto Alegre,School,"Rua Pedro Raupp, 160",YES,anjo
CASA DA CRIANÇA TAHIRA CRECHE,São Paulo,Americana,School,"Rua Itanhaém, 311 –Jd. Ipiranga",YES,cação
CASA DA CRIANÇA TAHIRA EMEI,São Paulo,Americana,School,"Rua Ibirapuera, s/nº - Bairro Jd. Ipiranga",YES,cação
CASA DA CRIANÇA TARAGUÁ CRECHE,São Paulo,Americana,School,"Rua José Frigeri, 360 – Jd. Brasil",YES,cação
CASA DA CRIANÇA TARAGUÁ EMEI,São Paulo,Americana,School,"Rua José Frigeri, 270 – Jd. Brasil",YES,cação
CASA DA CRIANÇA URUPÊ – CRECHE,São Paulo,Americana,School,"Av. Cecilia Meirelles, 681 – Jd. N.S.Aparecida",YES,cação
CASA DA CRIANÇA URUPÊ – EMEI,São Paulo,Americana,School,"Rua Caetano de Campos, 30 Jd.N.S.Aparecida",YES,cação
CASA DA EDUCAÇÃO VISCONDE DE MAUA,Rio de Janeiro,Petrópolis,School,RUA BARÃO DO RIO BRANCO 3,,cação
CASA DE APOIO VIVA MARIA,Rio Grande do Sul,Porto Alegre,Social Services,"endereço sigiloso, Porto Alegre - RS",,anjo
CASA DE NAZARÉ,Rio Grande do Sul,Porto Alegre,School,"R. Cel. Timóteo, 350",YES,anjo
CASA DE PASSAGEM,Rio Grande do Sul,Porto Alegre,Social Services,"Rua Padre Cacique, 999",,anjo
CASA DE PASSAGEM,Santa Catarina,Florianopolis,Social Services,"Rua Rui Barbosa, 225",,cação
CASA DE PASSAGEM EUCALIPTOS,Paraná,Fazenda Rio Grande,Social Services,"Av: Cedro, 812 - Eucaliptos",,cação
CASA DOS PEQUENINOS,Rio Grande do Sul,Porto Alegre,School,"Rua Sarmento Leite, 964",YES,anjo
CASA DOS RESIDENTES,Rio de Janeiro,Rio de Janeiro,Social Services,"Rua Clarimundo de Melo, 847 - Quintino",,cação
CASA HARMONIA,Rio Grande do Sul,Porto Alegre,Social Services,"Rua Sarmento Leite, 964, Porto Alegre - RS",,anjo
CASA LAR,Paraná,Fazenda Rio Grande,Social Services,Rua Coqueiro. 556 - Eucaliptos,,cação
CASTELLO BRANCO (PRESIDENTE),Santa Catarina,Joinville,School,"R.: São Miguel, 363",,cação
CASTELO BRANCO,Espírito Santo,Vitória,School,"Av. Jurema Barroso, 130 Ilha do Príncipe - 29020-430",,cação
CASTELO BRANCO,Santa Catarina,Joinville,School,"R.: Alvino Boldt, 245 - COHAB",,cação
CASTRO ALVES,Rio Grande do Sul,Gravataí,School,Rua do Rosário - Pda. 96 – Fazenda Vargas/Morungava,,anjo
CASULO VOVÔ,Espírito Santo,Vila Velha,School,"Rua Gastão Roubach, s/n",,cação
CATHARINA DA SILVEIRA CORDEIRO,Rio de Janeiro,Cabo Frio,School,"Rua Dr. Cardoso da Fonseca, s/nº - Monte Alegre",,cação
CCAIC - JARDIM ANHANGA,Rio de Janeiro,Duque de Caxias,School,"Rua EE, Qd 85 Lt 18/19 Jd. Anhangá CEP: 25264-530",YES,cação
CEBOLINHA,Rio Grande do Sul,Gravataí,School,"Rua Antônio Francisco Fonseca, nº 112 – Centro",,anjo
CEC AMÉLIA FRANCO,São Paulo,Itapetininga,School,"R: JOSÉ ELIZEU SILVEIRA, 42",,cação
CEC APAM - COSTEIRA,Santa Catarina,Florianopolis,School,"Avenida Jorge Lacerda, s/nº",,cação
CEC CHICO MENDES,Santa Catarina,Florianopolis,School,"Rua das Seringueiras, s/nº",,cação
CEC DORONDINO VIEIRA,São Paulo,Itapetininga,School,"R: BEM AVENTURADO MARIA ESCRIVÃ, 65",,cação
CECI HERDEIROS DO FUTURO,São Paulo,Louveira,School,"Gualicho, 1183 - Monterrey",YES,cação
CECILIA DE NEGRI PROFESSORA,São Paulo,Sumaré,School,N/A,YES,cação
CECÍLIA MARCHESI PAVESI,Espírito Santo,Vila Velha,School,"Rua Vasco Alves, 3562",,cação
CECÍLIA MEIRELES,Espírito Santo,Vitória,School,"R. Pastor Roberto Rabelo,68 - Ilha de Monte Belo - 29053-210",,cação
CECÍLIA MEIRELES,Rio Grande do Sul,Gravataí,School,Estrada Passo do Portãozinho – Pda. 107 – Morungava,,anjo
CECILIANO ABEL DE ALMEIDA,Espírito Santo,Vitória,School,"R. Dr. Arlindo Sodré,416 Itararé 29047-500",,cação
CECILIA NOGUEIRA MACHADO GUIA,Rio de Janeiro,Cabo Frio,School,"Av. Wilson Mendes, s/nº - Jacaré",,cação
CECI MUNDO MARAVILHOSO,São Paulo,Louveira,School,Anderson Ricardo Marques 30 - Santo Antonio,YES,cação
CECI PARAÍSO DO SABER,São Paulo,Louveira,School,"Luiz Gonzaga, 605 - Vila Pasti",YES,cação
CECI PEQUENOS BRILHANTES,São Paulo,Louveira,School,"Ricieri Chiquetto, 1200 - Santo Antonio",YES,cação
CECI PICA PAU AMARELO,São Paulo,Louveira,School,"Francisco Tarallo, 115- Terra Nobre",YES,cação
CEC IRACEMA DE OLIVEIRA,São Paulo,Itapetininga,School,"R: JOSÉ MALAVAZZI, 47",,cação
CEC ITACORUBI,Santa Catarina,Florianopolis,School,"Rodovia Amaro Antônio Vieira, 2033",,cação
CEC JULIANA MARIA CASAGRANDE,São Paulo,Itapetininga,School,"R: BEM AVENTURADO MARIA ESCRIVÃ, 65",,cação
CEC MONTE VERDE,Santa Catarina,Florianopolis,School,"Rua Brejaúba, 61",,cação
CEC NOVO HORIZONTE,Santa Catarina,Florianopolis,School,"Rua Nossa Senhora Aparecida, s/nº",,cação
CECOBI - CENTRO DE COMUNIDADE BAIRRO IPIRANGA,Rio Grande do Sul,Porto Alegre,Social Services,"Rua Porto Seguro, 261 - bairro Ipiranga",,anjo
CECOFLOR - CENTRO DE COMUNIDADE VILA FLORESTA,Rio Grande do Sul,Porto Alegre,Social Services,"Rua Irene Caponni Santiago, 290 - Vila Floresta",,anjo
CECOIN ARCO-ÍRIS,São Paulo,Louveira,School,"Abelita Gomes, 62 - Altos da Colina",YES,cação
