Destinatário,Estado,Município,Tipo,Endereço,Educação infantil,Cação/anjo
P0994 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cruz Machado,Escolas,N/A,,cação
P0995 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cruz Machado,Escolas,N/A,,cação
P0996 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Imbituva,Escolas,N/A,,cação
P0997 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Imbituva,Escolas,N/A,,cação
P0998 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Imbituva,Escolas,N/A,,cação
P0999 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Imbituva,Escolas,N/A,,cação
P1000 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Inácio Martins,Escolas,N/A,,cação
P1001 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Inácio Martins,Escolas,N/A,,cação
P1002 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Inácio Martins,Escolas,N/A,,cação
P1003 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Inácio Martins,Escolas,N/A,,cação
P1004 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ipiranga,Escolas,N/A,,cação
P1005 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ipiranga,Escolas,N/A,,cação
P1006 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ipiranga,Escolas,N/A,,cação
P1007 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ipiranga,Escolas,N/A,,cação
P1008 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaperuçu,Escolas,N/A,,cação
P1009 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaperuçu,Escolas,N/A,,cação
P1010 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaperuçu,Escolas,N/A,,cação
P1011 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaperuçu,Escolas,N/A,,cação
P1012 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaperuçu,Escolas,N/A,,cação
P1013 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ivaí,Escolas,N/A,,cação
P1014 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ivaí,Escolas,N/A,,cação
P1015 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ivaí,Escolas,N/A,,cação
P1016 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ivaí,Escolas,N/A,,cação
P1017 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Lindoeste,Escolas,N/A,,cação
P1018 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Lindoeste,Escolas,N/A,,cação
P1019 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Lindoeste,Escolas,N/A,,cação
P1020 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Lindoeste,Escolas,N/A,,cação
P1021 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Mallet,Escolas,N/A,,cação
P1022 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Mallet,Escolas,N/A,,cação
P1023 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Mallet,Escolas,N/A,,cação
P1024 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Mallet,Escolas,N/A,,cação
P1025 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Matelândia,Escolas,N/A,,cação
P1026 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Matelândia,Escolas,N/A,,cação
P1027 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Matelândia,Escolas,N/A,,cação
P1028 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Matelândia,Escolas,N/A,,cação
P1029 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paulo Frontin,Escolas,N/A,,cação
P1030 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paulo Frontin,Escolas,N/A,,cação
P1031 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paulo Frontin,Escolas,N/A,,cação
P1032 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paulo Frontin,Escolas,N/A,,cação
P1033 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rebouças,Escolas,N/A,,cação
P1034 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rebouças,Escolas,N/A,,cação
P1035 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rebouças,Escolas,N/A,,cação
P1036 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rebouças,Escolas,N/A,,cação
P1037 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Reserva do Iguaçu,Escolas,N/A,,cação
P1038 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Reserva do Iguaçu,Escolas,N/A,,cação
P1039 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Reserva do Iguaçu,Escolas,N/A,,cação
P1040 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Reserva do Iguaçu,Escolas,N/A,,cação
P1041 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rio Azul,Escolas,N/A,,cação
P1042 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rio Azul,Escolas,N/A,,cação
P1043 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rio Azul,Escolas,N/A,,cação
P1044 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Rio Azul,Escolas,N/A,,cação
P1045 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Terezinha de Itaipu,Escolas,N/A,,cação
P1046 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Terezinha de Itaipu,Escolas,N/A,,cação
P1047 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Terezinha de Itaipu,Escolas,N/A,,cação
P1048 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Terezinha de Itaipu,Escolas,N/A,,cação
P1049 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Verê,Escolas,N/A,,cação
P1050 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Verê,Escolas,N/A,,cação
P1051 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Verê,Escolas,N/A,,cação
P1052 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Verê,Escolas,N/A,,cação
P1053 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Antônio Olinto,Escolas,N/A,,cação
P1054 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Antônio Olinto,Escolas,N/A,,cação
P1055 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Antônio Olinto,Escolas,N/A,,cação
P1056 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cafelândia,Escolas,N/A,,cação
P1057 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cafelândia,Escolas,N/A,,cação
P1058 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cafelândia,Escolas,N/A,,cação
P1059 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Céu Azul,Escolas,N/A,,cação
P1060 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Céu Azul,Escolas,N/A,,cação
P1061 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Céu Azul,Escolas,N/A,,cação
P1062 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Diamante do Sul,Escolas,N/A,,cação
P1063 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Diamante do Sul,Escolas,N/A,,cação
P1064 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Diamante do Sul,Escolas,N/A,,cação
P1065 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Enéas Marques,Escolas,N/A,,cação
P1066 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Enéas Marques,Escolas,N/A,,cação
P1067 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Enéas Marques,Escolas,N/A,,cação
P1068 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Fernandes Pinheiro,Escolas,N/A,,cação
P1069 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Fernandes Pinheiro,Escolas,N/A,,cação
P1070 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Fernandes Pinheiro,Escolas,N/A,,cação
P1071 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaipulândia,Escolas,N/A,,cação
P1072 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaipulândia,Escolas,N/A,,cação
P1073 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itaipulândia,Escolas,N/A,,cação
P1074 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itapejara d'Oeste,Escolas,N/A,,cação
P1075 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itapejara d'Oeste,Escolas,N/A,,cação
P1076 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Itapejara d'Oeste,Escolas,N/A,,cação
P1077 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Marmeleiro,Escolas,N/A,,cação
P1078 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Marmeleiro,Escolas,N/A,,cação
P1079 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Marmeleiro,Escolas,N/A,,cação
P1080 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Nova Esperança do Sudoeste,Escolas,N/A,,cação
P1081 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Nova Esperança do Sudoeste,Escolas,N/A,,cação
P1082 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Nova Esperança do Sudoeste,Escolas,N/A,,cação
P1083 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paula Freitas,Escolas,N/A,,cação
P1084 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paula Freitas,Escolas,N/A,,cação
P1085 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Paula Freitas,Escolas,N/A,,cação
P1086 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pérola d'Oeste,Escolas,N/A,,cação
P1087 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pérola d'Oeste,Escolas,N/A,,cação
P1088 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pérola d'Oeste,Escolas,N/A,,cação
P1089 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Amazonas,Escolas,N/A,,cação
P1090 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Amazonas,Escolas,N/A,,cação
P1091 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Amazonas,Escolas,N/A,,cação
P1092 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pranchita,Escolas,N/A,,cação
P1093 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pranchita,Escolas,N/A,,cação
P1094 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pranchita,Escolas,N/A,,cação
P1095 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Quatro Barras,Escolas,N/A,,cação
P1096 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Quatro Barras,Escolas,N/A,,cação
P1097 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Quatro Barras,Escolas,N/A,,cação
P1098 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Teixeira Soares,Escolas,N/A,,cação
P1099 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Teixeira Soares,Escolas,N/A,,cação
P1100 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Teixeira Soares,Escolas,N/A,,cação
P1101 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tibagi,Escolas,N/A,,cação
P1102 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tibagi,Escolas,N/A,,cação
P1103 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tibagi,Escolas,N/A,,cação
P1104 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tibagi,Escolas,N/A,,cação
P1105 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Três Barras do Paraná,Escolas,N/A,,cação
P1106 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Três Barras do Paraná,Escolas,N/A,,cação
P1107 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Três Barras do Paraná,Escolas,N/A,,cação
P1108 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bocaiúva do Sul,Escolas,N/A,,cação
P1109 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bocaiúva do Sul,Escolas,N/A,,cação
P1110 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bom Jesus do Sul,Escolas,N/A,,cação
P1111 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bom Jesus do Sul,Escolas,N/A,,cação
P1112 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Braganey,Escolas,N/A,,cação
P1113 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Braganey,Escolas,N/A,,cação
P1114 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Campo Bonito,Escolas,N/A,,cação
P1115 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Campo Bonito,Escolas,N/A,,cação
P1116 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Campo do Tenente,Escolas,N/A,,cação
P1117 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Campo do Tenente,Escolas,N/A,,cação
P1118 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cerro Azul,Escolas,N/A,,cação
P1119 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cerro Azul,Escolas,N/A,,cação
P1120 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cruzeiro do Iguaçu,Escolas,N/A,,cação
P1121 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Cruzeiro do Iguaçu,Escolas,N/A,,cação
P1122 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Doutor Ulysses,Escolas,N/A,,cação
P1123 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Doutor Ulysses,Escolas,N/A,,cação
P1124 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Flor da Serra do Sul,Escolas,N/A,,cação
P1125 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Flor da Serra do Sul,Escolas,N/A,,cação
P1126 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Foz do Jordão,Escolas,N/A,,cação
P1127 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Foz do Jordão,Escolas,N/A,,cação
P1128 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Goioxim,Escolas,N/A,,cação
P1129 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Goioxim,Escolas,N/A,,cação
P1130 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Guamiranga,Escolas,N/A,,cação
P1131 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Guamiranga,Escolas,N/A,,cação
P1132 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Honório Serpa,Escolas,N/A,,cação
P1133 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Honório Serpa,Escolas,N/A,,cação
P1134 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Manfrinópolis,Escolas,N/A,,cação
P1135 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Manfrinópolis,Escolas,N/A,,cação
P1136 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Marquinho,Escolas,N/A,,cação
P1137 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Marquinho,Escolas,N/A,,cação
P1138 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pien,Escolas,N/A,,cação
P1139 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pien,Escolas,N/A,,cação
P1140 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Barreiro,Escolas,N/A,,cação
P1141 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Barreiro,Escolas,N/A,,cação
P1142 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Vitória,Escolas,N/A,,cação
P1143 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Porto Vitória,Escolas,N/A,,cação
P1144 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Salgado Filho,Escolas,N/A,,cação
P1145 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Salgado Filho,Escolas,N/A,,cação
P1146 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Lúcia,Escolas,N/A,,cação
P1147 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Santa Lúcia,Escolas,N/A,,cação
P1148 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Serranópolis do Iguaçu,Escolas,N/A,,cação
P1149 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Serranópolis do Iguaçu,Escolas,N/A,,cação
P1150 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tijucas do Sul,Escolas,N/A,,cação
P1151 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tijucas do Sul,Escolas,N/A,,cação
P1152 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tunas do Paraná,Escolas,N/A,,cação
P1153 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Tunas do Paraná,Escolas,N/A,,cação
P1154 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Vera Cruz do Oeste,Escolas,N/A,,cação
P1155 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Vera Cruz do Oeste,Escolas,N/A,,cação
P1156 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Agudos do Sul,Escolas,N/A,,cação
P1157 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Anahy,Escolas,N/A,,cação
P1158 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bela Vista da Caroba,Escolas,N/A,,cação
P1159 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Boa Esperança do Iguaçu,Escolas,N/A,,cação
P1160 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Bom Sucesso do Sul,Escolas,N/A,,cação
P1161 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Campina do Simão,Escolas,N/A,,cação
P1162 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ibema,Escolas,N/A,,cação
P1163 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Iguatu,Escolas,N/A,,cação
P1164 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Mariópolis,Escolas,N/A,,cação
P1165 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Pinhal de São Bento,Escolas,N/A,,cação
P1166 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Ramilândia,Escolas,N/A,,cação
P1167 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Renascença,Escolas,N/A,,cação
P1168 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Saudade do Iguaçu,Escolas,N/A,,cação
P1169 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Sulina,Escolas,N/A,,cação
P1170 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Virmond,Escolas,N/A,,cação
P1171 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Vitorino,Escolas,N/A,,cação
P1172 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1173 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1174 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1175 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1176 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1177 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1178 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1179 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1180 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1181 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1182 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1183 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1184 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1185 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1186 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1187 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1188 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1189 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1190 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1191 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1192 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1193 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1194 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1195 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1196 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1197 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1198 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1199 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1200 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1201 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1202 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1203 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1204 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1205 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1206 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1207 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1208 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1209 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1210 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1211 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1212 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1213 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1214 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1215 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1216 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1217 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1218 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1219 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1220 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1221 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1222 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1223 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1224 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1225 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1226 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1227 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1228 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1229 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1230 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1231 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1232 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1233 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1234 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
P1235 PARANÁ STATE SCHOOL (NAME UNCERTAIN),Paraná,Londrina,Escolas,N/A,,cação
